speaker_id,utterance,emotion,v,a,d,emo_evo,start,end
Ses01M_script03_1_F026,Ah.,xxx,4.0,3.0,0.5,"[['exc'], ['hap'], ['fru']]",172.1422,175.0655
Ses01M_script03_1_M029,"Come here darling, kiss me",exc,4.0,3.0,3.0,"[['exc'], ['hap'], ['exc']]",174.5256,177.9
Ses01M_script03_1_F027,"Oh, Elliot.  Worms don't pop.",xxx,4.5,3.5,3.0,"[['exc'], ['hap'], ['fru']]",180.62,185.41
Ses01M_script03_1_M030,before your body rots and worms pop out of your eye sockets.,hap,4.0,3.5,2.5,"[['exc'], ['hap'], ['hap']]",177.99,181.61
Ses01M_script03_1_M031,"See, you know I don't care what you do.  You could paint yourself green and run naked to the Place Vendome.",hap,3.5,2.5,2.5,"[['exc'], ['hap'], ['hap']]",189.3,198.21
Ses01M_script03_1_F028,"Oh, thank you darling.",xxx,4.0,3.5,2.5,"[['exc'], ['hap'], ['fru']]",205.55,208.15
Ses01M_script03_1_M032,You could run off with all the men in a world. I won't say a word.  Just as long as you love me best.,xxx,4.0,3.0,2.5,"[['exc'], ['hap'], ['fru']]",198.25,206.15
Ses01M_script03_1_F029,"The same applies to you too, except you so much as look at another women I'll kill you.",xxx,4.0,3.0,3.0,"[['exc'], ['hap'], ['oth']]",208.17,215.0
Ses01M_script03_1_M033,Do you remember that row we did have in Venice?,hap,4.0,2.5,1.5,"[['exc'], ['hap'], ['hap']]",220.43,223.73
Ses01M_script03_1_F030,Which particular one?,hap,4.0,2.5,2.0,"[['exc'], ['hap'], ['hap']]",222.9,226.05
Ses01M_script03_1_M034,The one when you put that little wooden painted snake in my bed?,xxx,3.5,3.5,3.0,"[['exc'], ['hap'], ['dis']]",225.51,230.39
Ses01M_script03_1_F031,"Oh, Charles.  That was his name Charles. He did wriggle so beautifully.",exc,5.0,4.5,3.0,"[['exc'], ['hap'], ['exc']]",229.53,235.78
Ses01M_script03_1_M035,It was a horrible thing I hated it.,xxx,2.5,2.5,3.0,"[['exc'], ['neu'], ['ang']]",234.28,236.9
Ses01M_script03_1_F032,"Oh I know you threw it out the window and into the Grand Canal.  Oh, I'll never forgive you for that.",xxx,4.0,4.0,3.0,"[['exc'], ['hap'], ['fru']]",236.02,242.5
Ses01M_script03_1_M036,Of course how long did that row last?,xxx,3.5,2.0,2.0,"[['exc'], ['neu'], ['oth']]",241.9859,245.73
Ses01M_script03_1_F033,It went on intermittently for days.,xxx,3.5,2.0,2.0,"[['exc'], ['hap'], ['fru']]",245.26,248.5425
Ses01M_script03_1_M037,But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,exc,4.0,3.5,2.5,"[['exc'], ['hap'], ['exc']]",247.86,257.25
Ses01M_script03_1_F034,Cannes...mmhmm...,hap,4.0,3.0,2.5,"[['exc'], ['hap'], ['hap']]",251.41,254.5525
Ses01M_script03_1_F035,Oh it burnt my comb too and all those towels in the bathroom.,xxx,4.0,3.0,2.5,"[['exc'], ['hap'], ['dis']]",256.08,260.4
Ses01M_script03_1_M038,Oh that was a rouser wasn't it?,xxx,3.0,3.5,2.0,"[['exc'], ['hap'], ['fru']]",259.67,262.15
Ses01M_script03_1_F036,The manager came in he found us rolling about the floor.  [LAUGHTER],hap,4.5,4.0,3.0,"[['exc'], ['hap'], ['hap']]",263.07,267.82
Ses01M_script03_1_M039,I will never forget the look on his face.,hap,5.0,4.5,2.5,"[['exc'], ['hap'], ['hap']]",271.55,275.88
Ses01M_script03_1_F037,Scratching and biting like panthers. [LAUGHTER] Oh...,hap,5.0,4.5,3.0,"[['exc'], ['hap'], ['hap']]",267.84,272.53
Ses01M_script03_1_M040,oh...,hap,5.0,2.5,2.0,"[['exc'], ['hap'], ['hap']]",280.09,282.94
Ses01M_script03_1_F038,"Utterly, utterly ridiculous.",hap,4.0,3.5,2.5,"[['exc'], ['hap'], ['hap']]",276.24,279.01
Ses01M_script03_1_F039,oh...[LAUGHTER],hap,4.0,4.0,2.0,"[['exc'], ['hap'], ['hap']]",280.94,283.8275
Ses01M_script03_1_M041,We were very much younger then.,hap,4.0,2.0,2.5,"[['exc'], ['hap'], ['hap']]",283.31,285.75
Ses01M_script03_1_F040,Very much sillier.,hap,4.0,2.0,2.5,"[['exc'], ['hap'], ['hap']]",285.09,287.84
Ses01M_script03_1_M042,"However, I do believe the real cause of that row was Peter Burden.",xxx,4.0,2.5,3.0,"[['exc'], ['neu'], ['fru']]",289.39,296.0399
Ses01M_script03_1_F041,Oh you knew there was nothing in that.,exc,3.5,3.0,2.0,"[['exc'], ['hap'], ['exc']]",295.4999,300.3411
Ses01F_impro01_F000,Excuse me.,neu,2.5,2.5,2.5,"[['neu'], ['neu'], ['neu'], ['neu']]",6.2901,8.2357
Ses01F_impro01_M000,Do you have your forms?,fru,2.5,2.0,2.5,"[['fru'], ['neu', 'oth'], ['fru'], ['fru']]",7.5712,10.475
Ses01F_impro01_F001,Yeah.,neu,2.5,2.5,2.5,"[['neu'], ['neu'], ['neu'], ['neu', 'ang']]",10.01,11.3925
Ses01F_impro01_M001,Let me see them.,fru,2.5,2.0,2.5,"[['fru'], ['oth'], ['fru'], ['fru']]",10.9266,14.6649
Ses01F_impro01_F002,Is there a problem?,neu,2.5,2.5,2.5,"[['neu'], ['sur'], ['neu'], ['neu', 'ang']]",14.8872,18.0175
Ses01F_impro01_M002,Who told you to get in this line?,fru,2.0,3.5,3.5,"[['ang'], ['fru'], ['fru'], ['fru', 'ang']]",16.8352,19.7175
Ses01F_impro01_F003,You did.,xxx,2.5,3.0,3.0,"[['neu'], ['fru'], ['ang'], ['fru', 'ang']]",19.29,20.7875
Ses01F_impro01_F004,You were standing at the beginning and you directed me.,xxx,2.5,3.0,2.5,"[['neu'], ['fru', 'dis'], ['ang'], ['fru', 'ang']]",21.3257,24.74
Ses01F_impro01_M003,Okay. But I didn't tell you to get in this line if you are filling out this particular form.,fru,2.5,3.5,3.5,"[['fru'], ['fru'], ['fru'], ['fru', 'ang']]",23.47,28.03
Ses01F_impro01_F005,Well what's the problem?  Let me change it.,neu,2.5,3.5,2.0,"[['neu'], ['fru', 'ang'], ['neu'], ['neu']]",27.46,31.49
Ses01F_impro01_M004,This form is a Z.X.four.,fru,2.0,4.0,3.5,"[['fru'], ['fru', 'ang'], ['fru'], ['ang']]",28.395,31.2117
Ses01F_impro01_M005,"You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID.",fru,2.0,3.5,3.5,"[['fru'], ['fru', 'dis', 'ang'], ['fru'], ['ang']]",31.266,39.3875
Ses01F_impro01_F006,What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen.,fru,2.0,3.5,3.5,"[['neu'], ['fru', 'ang'], ['fru'], ['fru', 'oth']]",38.965,43.59
Ses01F_impro01_M006,No. I need another set of ID to prove this is actually you.,fru,2.0,3.5,3.5,"[['fru'], ['fru'], ['fru'], ['fru']]",41.23,46.98
Ses01F_impro01_F007,How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?,fru,2.5,3.5,3.5,"[['fru'], ['fru', 'dis', 'ang'], ['fru'], ['fru', 'ang']]",46.58,52.19
Ses01F_impro01_M007,I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.,fru,2.5,3.5,3.0,"[['fru'], ['fru'], ['fru'], ['ang']]",51.4,57.64
Ses01F_impro01_F008,I'm here to get an ID.,fru,2.0,3.5,3.5,"[['fru'], ['ang'], ['fru'], ['fru', 'ang']]",56.16,58.8225
Ses01F_impro01_M008,"No.  I need another ID, a separate one.",fru,2.0,3.5,3.5,"[['fru'], ['fru', 'dis'], ['fru'], ['fru', 'ang']]",58.18,62.59
Ses01F_impro01_F009,Like what?  Like a birth certificate?,fru,2.0,3.5,3.0,"[['fru'], ['fru', 'dis', 'ang'], ['fru'], ['fru', 'ang']]",61.87,65.97
Ses01F_impro01_M009,"A birth certificate, a passport...a student ID; didn't you go to school?  Anything?",fru,2.5,3.5,4.0,"[['fru'], ['fru', 'dis'], ['neu'], ['fru']]",65.51,73.0
Ses01F_impro01_F010,Who the hell has a birth certificate?,xxx,1.5,3.5,3.5,"[['fru'], ['fru', 'sur', 'dis', 'ang'], ['ang'], ['fru', 'ang']]",66.42,69.34
Ses01F_impro01_F011,"Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?",fru,2.0,3.5,3.5,"[['fru'], ['fru', 'ang'], ['fru'], ['fru', 'ang']]",72.45,82.26
Ses01F_impro01_M010,"Yeah.  We keep it on file, but we need an ID to access that file.",fru,2.0,4.5,4.0,"[['fru'], ['fru', 'dis', 'ang'], ['fru'], ['ang']]",81.59,86.03
Ses01F_impro01_F012,That's out of control.,ang,2.0,3.5,3.5,"[['ang'], ['dis'], ['ang'], ['fru', 'sur', 'ang']]",85.27,88.02
Ses01F_impro01_M011,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.,ang,2.0,4.0,4.0,"[['ang'], ['dis', 'ang'], ['fru'], ['fru', 'ang']]",87.15,94.39
Ses01F_impro01_F013,How long have you been working here?,fru,2.0,4.0,3.5,"[['fru'], ['fru', 'sur'], ['fru'], ['exc', 'fru', 'ang']]",93.67,97.0218
Ses01F_impro01_M012,Actually too long.,xxx,3.0,1.5,2.0,"[['fru'], ['sad', 'dis'], ['neu'], ['fru']]",95.86,98.68
Ses01F_impro01_F014,"Clearly.  You know, do you have like a supervisor or something?",neu,2.5,3.5,3.5,"[['neu'], ['dis'], ['neu'], ['fru', 'dis', 'ang']]",97.89,102.96
Ses01F_impro01_M013,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,ang,2.0,4.5,4.5,"[['ang'], ['fru', 'ang'], ['ang'], ['ang']]",101.84,107.87
Ses01F_impro01_F015,That would - I would appreciate that.  Yeah.,fru,2.0,3.5,3.0,"[['fru'], ['fru'], ['fru'], ['fru', 'dis']]",103.97,106.71
Ses01F_impro05_F000,Hi.,fru,4.0,2.0,1.5,"[['ang'], ['fru'], ['fru'], ['fru', 'ang']]",4.24,5.23
Ses01F_impro05_M000,Hi.  Thanks for waiting.,neu,4.0,2.5,2.0,"[['hap'], ['neu'], ['neu'], ['hap']]",3.61,5.19
Ses01F_impro05_F001,Yeah. This is the fourth line that I have been in.,fru,2.0,2.5,2.5,"[['ang'], ['fru'], ['fru'], ['fru', 'ang']]",5.26,7.16
Ses01F_impro05_M001,Can I help you?,hap,4.0,2.5,2.0,"[['hap'], ['hap'], ['neu'], ['hap']]",5.21,6.44
Ses01F_impro05_M002,Uh huh.,hap,4.0,2.5,2.0,"[['hap'], ['hap'], ['neu'], ['neu']]",6.6,7.71
Ses01F_impro05_F002,I need my bag.,fru,2.5,2.5,3.5,"[['ang'], ['fru'], ['fru'], ['fru', 'ang']]",7.35,8.85
Ses01F_impro05_M003,Okay.,neu,4.0,2.5,2.0,"[['hap'], ['neu'], ['neu'], ['neu']]",8.32,9.8
Ses01F_impro05_F003,"I flew in over three hours ago, I've been in four different lines.",fru,2.0,3.0,3.5,"[['ang'], ['fru', 'dis'], ['fru'], ['fru', 'ang']]",9.2,13.02
Ses01F_impro05_M004,Okay.,neu,3.5,1.5,2.0,"[['hap'], ['neu'], ['neu'], ['neu']]",12.26,13.78
Ses01F_impro05_F004,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,fru,2.0,3.5,3.5,"[['ang'], ['fru'], ['fru'], ['exc', 'fru', 'ang']]",13.04,22.74
Ses01F_impro05_M005,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neu,3.5,2.5,2.0,"[['neu'], ['neu'], ['neu'], ['neu', 'hap']]",21.84,25.9
Ses01F_impro05_F005,Nash.,fru,2.5,3.0,3.0,"[['ang'], ['fru'], ['fru'], ['exc']]",25.35,26.76
Ses01F_impro05_M006,Okay.,neu,3.5,2.5,2.0,"[['neu'], ['neu'], ['neu'], ['neu']]",25.99,27.7272
Ses01F_impro05_F006,No G.,xxx,2.5,2.5,2.5,"[['ang'], ['neu'], ['fru'], ['dis', 'ang']]",28.24,29.91
Ses01F_impro05_M007,all right- okay.  And you lost your bag? Is that- that the issue?,neu,3.5,2.5,2.0,"[['neu'], ['neu'], ['neu'], ['neu']]",28.29,34.1425
Ses01F_impro05_F007,Yes.,fru,2.5,3.0,3.5,"[['ang'], ['fru'], ['fru'], ['fru', 'ang']]",32.19,33.5
Ses01F_impro05_F008,Flight seven fourteen.,ang,2.5,2.5,3.5,"[['ang'], ['ang'], ['fru'], ['fru', 'ang']]",33.78,35.9
Ses01F_impro05_M008,Uh-huh.,neu,3.0,2.5,2.0,"[['neu'], ['neu'], ['neu'], ['neu']]",34.7,36.52
Ses01F_impro05_F009,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",ang,2.5,2.5,3.5,"[['ang'], ['fru', 'ang'], ['fru', 'ang'], ['fru', 'dis', 'ang']]",36.71,44.03
Ses01F_impro05_M009,"Yeah. Yeah, I don't see- I don't see any--",neu,2.5,2.5,2.0,"[['fru'], ['neu'], ['neu'], ['neu']]",36.91,42.76
Ses01F_impro05_M010,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neu,2.5,2.5,2.0,"[['neu'], ['neu'], ['neu'], ['neu']]",43.86,49.97
Ses01F_impro05_M011,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neu,2.5,2.5,2.0,"[['neu'], ['neu', 'oth'], ['neu'], ['fea', 'neu']]",49.97,70.26
Ses01F_impro05_F010,"Oh, Are you kidding me?",xxx,2.0,4.0,3.5,"[['ang'], ['fru', 'ang'], ['fru'], ['sur', 'ang']]",69.55,73.76
Ses01F_impro05_M012,"for such an inconvenience and your bag, but",neu,2.5,2.0,1.5,"[['neu'], ['neu'], ['neu'], ['neu']]",70.38,73.14
Ses01F_impro05_F011,Is this a joke?,ang,2.0,4.5,3.5,"[['ang'], ['fru', 'sur', 'ang'], ['fru', 'ang'], ['exc', 'sur', 'ang']]",73.87,75.5375
Ses01F_impro05_M013,Yeah.,neu,2.5,2.0,1.5,"[['neu'], ['neu'], ['neu'], ['neu']]",73.55,74.99
Ses01F_impro05_M014,"No, no.",neu,2.5,2.5,1.5,"[['neu'], ['neu'], ['neu'], ['sur', 'neu']]",75.03,76.48
Ses01F_impro05_F012,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",ang,2.5,3.5,3.0,"[['ang'], ['oth', 'dis'], ['fru', 'ang'], ['exc', 'sur', 'ang']]",75.61,80.73
Ses01F_impro05_M015,"No, no.  This is real.",neu,2.5,2.0,1.5,"[['neu'], ['neu'], ['neu'], ['neu']]",80.22,83.2425
Ses01F_impro05_F013,So you'll give me money and then I'll get my bag?,xxx,2.0,2.5,3.0,"[['ang'], ['dis'], ['fru'], ['exc', 'ang']]",82.75,86.06
Ses01F_impro05_M016,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neu,2.5,2.5,2.0,"[['neu'], ['neu', 'oth'], ['neu'], ['neu']]",85.72,93.9575
Ses01F_impro05_M017,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neu,2.5,2.5,2.5,"[['fru'], ['neu', 'sad', 'oth'], ['neu'], ['oth', 'neu']]",94.005,100.4
Ses01F_impro05_F014,"You're kidding me, this is a joke.",ang,1.5,4.0,4.0,"[['ang'], ['sur', 'ang'], ['fru'], ['exc', 'fru', 'ang']]",99.52,102.9
Ses01F_impro05_M018,"Once again, I'm really- I'm really sorry.",xxx,3.0,3.5,2.5,"[['fru'], ['oth', 'fea'], ['neu'], ['oth', 'neu']]",100.55,103.68
Ses01F_impro05_F015,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,ang,1.5,4.5,4.5,"[['ang'], ['ang'], ['fru', 'ang'], ['exc', 'fru', 'dis', 'ang']]",103.005,118.5
Ses01F_impro05_M019,Yes.,neu,2.5,2.0,2.0,"[['fea'], ['neu'], ['neu'], ['neu']]",111.28,112.81
Ses01F_impro05_M020,I know.,neu,2.5,2.0,2.0,"[['fru'], ['neu', 'sad'], ['neu'], ['neu', 'sad']]",118.04,119.37
Ses01F_impro05_F016,We flew in from Paris.  I've been shopping for three weeks.,ang,1.5,4.5,4.0,"[['ang'], ['ang'], ['fru', 'ang'], ['exc', 'dis', 'ang']]",118.53,122.44
Ses01F_impro05_M021,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--",xxx,2.5,2.5,1.5,"[['fru'], ['oth'], ['neu'], ['neu']]",121.19,129.23
Ses01F_impro05_F017,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,ang,1.5,5.0,4.5,"[['ang'], ['ang'], ['fru', 'ang'], ['fru', 'sur', 'dis', 'ang']]",127.485,136.85
Ses01F_impro05_M022,Okay. Calm-,neu,2.5,2.0,2.0,"[['fru'], ['neu'], ['neu'], ['neu']]",131.02,133.25
Ses01F_impro05_M023,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",neu,2.5,3.5,2.5,"[['fru'], ['neu'], ['neu'], ['fru', 'neu']]",136.19,143.5
Ses01F_impro05_F018,Do you understand who my husband is?,ang,1.5,4.0,4.0,"[['ang'], ['ang'], ['fru', 'ang'], ['fru', 'dis', 'ang']]",137.715,140.11
Ses01F_impro05_F019,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",ang,1.5,4.0,4.5,"[['ang'], ['ang'], ['ang'], ['ang']]",140.225,145.6
Ses01F_impro05_M024,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",neu,2.5,3.0,2.5,"[['fru'], ['neu'], ['neu'], ['neu']]",144.85,151.16
Ses01F_impro05_F020,Oh-Oh.  It's a gift.  You're-You're helping me out here?,ang,1.5,4.5,4.5,"[['ang'], ['oth', 'ang'], ['ang'], ['exc', 'oth', 'dis', 'ang']]",149.365,153.8
Ses01F_impro05_M025,It's a gift.,neu,2.5,2.5,2.0,"[['fru'], ['neu'], ['neu'], ['neu']]",151.335,152.71
Ses01F_impro05_M026,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",neu,2.5,2.5,2.5,"[['fru'], ['neu'], ['neu'], ['neu']]",152.8325,158.58
Ses01F_impro05_F021,You are cruising for a bruising.  You are in so much trouble.,ang,1.5,4.5,4.5,"[['ang'], ['ang'], ['ang'], ['exc', 'dis', 'ang']]",155.6,160.36
Ses01F_impro05_M027,With the amount of--,neu,2.5,2.5,2.0,"[['fru'], ['neu'], ['neu'], ['neu']]",159.66,161.37
Ses01F_impro05_F022,Who's in charge?  Who is the president of Jet Blue?,ang,1.5,4.5,4.0,"[['ang'], ['ang'], ['ang'], ['exc', 'dis', 'ang']]",160.41,163.7975
Ses01F_impro05_M028,"Um, actually, I don't know. I don't know. Oh really?",neu,2.5,2.5,2.0,"[['fru'], ['neu'], ['neu'], ['sur', 'neu']]",163.25,166.99
Ses01F_impro05_F023,Because I probably know him.,ang,2.0,3.0,4.0,"[['ang'], ['ang'], ['ang'], ['fru', 'dis', 'ang']]",163.88,165.8
Ses01F_impro05_F024,Yeah.,ang,2.0,3.0,4.0,"[['ang'], ['ang'], ['ang'], ['exc', 'ang']]",166.33,167.71
Ses01F_impro05_M029,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neu,2.5,2.5,2.5,"[['fru'], ['neu'], ['neu'], ['sur', 'neu']]",167.15,173.63
Ses01F_impro05_F025,"I don't want money, I want my clothes.",ang,1.5,4.5,4.5,"[['ang'], ['ang'], ['ang'], ['exc', 'fru', 'ang']]",171.09,174.2
Ses01F_impro05_M030,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neu,3.0,2.5,2.0,"[['fru'], ['neu'], ['neu'], ['neu']]",173.7325,178.2625
Ses01F_impro05_F026,What's your name?,ang,2.0,3.5,3.5,"[['ang'], ['fru', 'dis', 'ang'], ['ang'], ['fru', 'dis', 'ang']]",177.6025,179.09
Ses01F_impro05_M031,Oh.  My name is Sean. Hi.,neu,3.0,2.5,2.5,"[['fru'], ['neu'], ['neu'], ['neu']]",178.59,180.87
Ses01F_impro05_F027,Sean.  Great. Do you have a badge number or something?,xxx,2.0,2.5,4.0,"[['ang'], ['dis'], ['fru'], ['dis', 'ang']]",179.22,183.845
Ses01F_impro05_M032,"Badge number?  Uh, no.  You can just take my employee number I guess.",sur,3.0,2.5,2.0,"[['fru'], ['sur'], ['sur'], ['sur', 'neu']]",183.14,189.3875
Ses01F_impro05_F028,Okay.  I'll do that.,ang,2.0,3.0,4.0,"[['ang'], ['ang'], ['fru'], ['ang']]",188.78,190.8975
Ses01F_impro05_M033,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,sur,2.5,3.0,2.0,"[['fru'], ['sur', 'fea'], ['sur'], ['sur', 'neu']]",190.23,196.9
Ses01F_impro05_F029,I don't think you have done everything you could do because I don't have my bag here yet.,ang,1.5,3.0,3.5,"[['ang'], ['fru', 'ang'], ['fru', 'ang'], ['dis', 'ang']]",195.38,199.33
Ses01F_impro05_M034,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neu,2.5,2.5,2.5,"[['fru'], ['neu'], ['neu'], ['oth', 'neu']]",198.66,205.17
Ses01F_impro05_F030,A letter? I'll make a personal phone call.,ang,2.0,3.0,3.5,"[['ang'], ['fru', 'ang'], ['fru', 'ang'], ['dis', 'ang']]",202.86,206.17
Ses01F_impro05_M035,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",neu,2.5,2.0,1.5,"[['fru'], ['neu'], ['neu'], ['neu']]",205.63,211.94
Ses02F_impro06_M000,"Hey, a what's up?",neu,3.0,2.3333,1.6667,"[['neu'], ['neu'], ['oth']]",5.7967,8.0783
Ses02F_impro06_F000,"Um, Johnny died yesterday.",sad,1.6667,2.0,2.0,"[['sad'], ['sad'], ['sad'], ['sad']]",10.31,15.4
Ses02F_impro06_M001,"Wow, that's horrible.",neu,2.0,2.0,1.6667,"[['neu'], ['neu'], ['sur']]",15.7633,20.64
Ses02F_impro06_M002,I'm sorry to hear about that.,neu,2.0,2.3333,2.3333,"[['neu'], ['sad'], ['neu']]",20.77,23.33
Ses02F_impro06_F001,"We knew that it was coming, but--",sad,1.3333,2.0,1.6667,"[['sad'], ['sad'], ['sad'], ['sad', 'sur']]",21.15,23.86
Ses02F_impro06_M003,Yeah.,neu,2.3333,2.3333,1.6667,"[['neu'], ['neu'], ['neu']]",24.56,25.89
Ses02F_impro06_F002,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well.",sad,1.6667,3.0,2.6667,"[['sad'], ['sad'], ['sad'], ['sad']]",25.52,32.26
Ses02F_impro06_M004,"I mean, you know, at least he's not in anymore pain now, right?",neu,2.3333,2.3333,2.3333,"[['neu'], ['neu'], ['neu']]",33.11,40.3
Ses02F_impro06_F003,Yeah.,sad,1.3333,1.3333,1.6667,"[['sad'], ['sad'], ['sad'], ['sad']]",41.73,43.37
Ses02F_impro06_M005,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",neu,2.6667,2.0,2.6667,"[['neu'], ['neu'], ['neu']]",43.34,50.1
Ses02F_impro06_F004,I just don't want him to be gone.,sad,1.3333,2.6667,2.0,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",52.1888,54.6
Ses02F_impro06_M006,It's okay.,neu,3.0,2.0,2.6667,"[['neu'], ['neu'], ['neu']]",55.58,57.9644
Ses02F_impro06_M007,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",neu,3.0,2.0,2.3333,"[['neu'], ['neu'], ['neu']]",59.12,68.5
Ses02F_impro06_M008,I mean--I don't know.,neu,2.6667,1.6667,2.0,"[['neu'], ['neu'], ['neu']]",70.82,76.17
Ses02F_impro06_F005,And his whole family was there.,sad,1.6667,2.0,2.0,"[['sad'], ['sad'], ['sad'], ['sad']]",75.8818,78.68
Ses02F_impro06_F006,"I mean, he was like really conscious right up until the end. you know",sad,2.0,2.6667,2.3333,"[['sad'], ['sad'], ['sad'], ['sad']]",82.16,88.2252
Ses02F_impro06_M009,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",neu,2.6667,2.0,2.6667,"[['neu'], ['neu'], ['neu']]",88.4296,99.1347
Ses02F_impro06_M010,".than you know, in pain and like this gradual, this horrible process.  I mean--",neu,2.6667,3.0,2.3333,"[['neu'], ['neu'], ['neu']]",100.7536,107.0617
Ses02F_impro06_F007,"He was so young, you know.  And all the stories he used to tell me about...",sad,2.0,2.3333,2.0,"[['sad'], ['sad'], ['sad'], ['sad']]",107.03,113.82
Ses02F_impro06_F008,...the way he wanted to live and he was gonna go to Africa and he was gonna--,sad,2.0,2.6667,2.3333,"[['sad'], ['sad', 'hap'], ['sad'], ['sad', 'hap']]",114.3099,122.5338
Ses02F_impro06_M011,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",neu,3.3333,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",122.2578,130.86
Ses02F_impro06_F009,Nobody's ever gonna forget him.,sad,2.6667,3.3333,2.6667,"[['sad'], ['sad'], ['sad'], ['sad']]",130.67,132.78
Ses02F_impro06_M012,"Yeah, exactly.  He's made a big impact on a lot of people. and",neu,3.0,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",132.59,138.25
Ses02F_impro06_M013,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--",neu,2.6667,3.0,3.0,"[['neu'], ['neu'], ['neu']]",138.68,153.21
Ses02F_impro06_F010,He did a lot.  But--,sad,2.0,1.6667,1.6667,"[['sad'], ['sad'], ['sad'], ['sad']]",153.92,157.2495
Ses02F_impro06_M014,"I know.  It doesn't bring him back, but--",neu,1.6667,2.0,2.0,"[['neu'], ['sad'], ['neu']]",158.59,160.82
Ses02F_impro06_M015,"But It's okay because now, you know, you'll just go on with your life and--",neu,2.6667,2.0,2.3333,"[['neu'], ['neu'], ['neu']]",164.25,172.35
Ses02F_impro06_F011,I'm gonna forget him.,sad,1.3333,3.3333,2.0,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",172.77,174.93
Ses02F_impro06_M016,"No, you'll never forget him.",neu,3.0,3.0,3.0,"[['neu'], ['neu'], ['neu']]",175.43,177.5861
Ses02F_impro06_F012,I won't be able to hear his voice or his--,sad,1.3333,3.3333,2.3333,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",176.03,179.129
Ses02F_impro06_M017,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--,neu,2.6667,2.0,2.6667,"[['neu'], ['neu'], ['neu']]",179.23,187.37
Ses02F_impro06_F013,You start to lose like that image after a while.,sad,2.0,3.0,1.6667,"[['sad'], ['sad'], ['sad', 'fea'], ['sad']]",185.34,191.3555
Ses02F_impro06_M018,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so .",neu,2.6667,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",196.5253,210.6666
Ses02F_impro06_M019,"It's hard to lose someone that way, but he's he's better--he's better off now.",neu,2.3333,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",212.8076,217.7894
