speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'B',B,"b'I use to have one,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C and } I finally got rid of sit cause I never used it,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C but } I do use my treadmill <breathing>. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Uh-huh,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{D well, } that's good.  /""",A,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'my parents have a treadmill  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""it's, - /""",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'when I go visit them, {F uh, } I get on that thing every now and then. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""it's nice because when the weather's bad [ you can't, + you don't ] have any <laughter> excuse. /""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Uh-huh,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'I just got the bicycle out today,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and } it was real nice outside,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'had to get out to do something. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""I can't ride a bike  /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C so. } -/',B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I've been sitting in here in the house all weekend with a cold  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C so } thought I,'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Oh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""it's too nice,  /""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,"b""it's been too nice all weekend. /""",B,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'{C But, } {F uh, } yeah,  /'",A,,b,b,b,%,%,%,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'A',A,b'I need to start [ jog + something ] again.  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I've always of that to be, {F uh, } really one of the best forms of exercise,  /""",A,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b""{C but } it's terribly boring,  /""",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C and so } I really don't ever keep a program up consistently. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Have you ever had any injuries from jogging? /',B,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'A',A,"b'No,  /'",A,,nn,nn,nn,nn,nn,nn,AllMatch,NotConMatch,NotMatch
b'A',A,b'I never have.  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{D Well, } I don't job enough I think to develop any injuries  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'I usually only go about a mile or two. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""I guess it worries me about jogging [ it's + ] that I hear that it's very hard on your body [ and, + and ] that, {D you know, } you can end up getting hurt,""",B,,sd,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'Yeah, /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""[ it's, + it's  ] tough on the joints if you jog on concrete,""",A,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Suppose to be much better if you find grass, {F uh, } [ or, + or  ]  dirt to jog on. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""that's not quite [ so +  <laughter>,""",B,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'You have to have the right,'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b""that's,""",A,,sv,ba,sv,ba,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I found that,'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C But, } -/'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I don't have to buy jogging shoes all to often  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""my don't get very much use <laughter>. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'<Laughter> {D Well, } I guess my breakdown [ about, + they say about ] every six months. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'I usually enjoy the exercise I do  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C but, } {F uh, } like I said I'm just not very consistent about maintaining [ a, + a ] program.  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C So } [ I'll, + I'll ] bicycle  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'I get into that [ for, + for ] a little while and maybe go out, {F uh, } on a consistent basis every couple of days and ride a bike for awhile,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C but } then I'll get tired of doing that,""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'<Laughter>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,b'((   )) .',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C But, } {F uh, } that gets old too in a very short order, /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""[ I'm, + I'm  ] hoping that this, {F uh, } solo flex will, {F uh, } {F uh, } change things a little bit,  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'I really need to get on a regular type of program and use that thing on a consistent basis. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{D well, } don't let it collect dust.  /""",B,,oo_co_cc,sd,ad,ad,qy^d,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,b'At least exercise while dusting it off <laughter>. /',B,,sv,sd,ad,ad,bf,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'A',A,b'Yeah. /',A,,b,b,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,b'<Laughter> <breathing> {D well. } -/',B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Maybe if I can get interested in playing softball again this string I can, {F uh, } start some type of, {F uh, } regular program. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""[ that, + that'll  ] be good. /""",B,,sv,ba,sv,ba,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b""I've always found that, {F uh, } when you write things down and set goals it's a lot easier to [ keep, + {F uh, } keep ] something going. /""",A,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Uh, } when I was in high school we had a choice of, {F uh, } taking, {F uh, } physical education courses on exercise,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C an, } {F uh, } one of those involved a six weeks session on a universal machine, lifting weights and,'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Oh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'{C And } that was very helpful  /',A,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'we kept charts of our progress,'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'I found that to be, {F uh, } very helpful. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Are you going to do that? /',B,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Uh, } I need to, /'",A,,sd,sd,na,na,sd,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,b'<Laughter>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I haven't started yet  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C but, } {F uh, } <laughter> it's a thought. /""",A,,sv,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,"b'{D Well, } that sounds like something good to do then. /'",B,,sv,sv,sv,ba,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'Sounds like something I should do. /',A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,b'nice way to start off this spring.',B,,sd,sv,sv,sv,fc,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,b'<Laughter>.',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,"b'How often do you, {F uh, } {F uh, } go out each week on your walking? /'",A,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } I do, - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'I switch every other day  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'one day I walk  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C and } one day I do the aerobics. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Okay,  /'",A,,bk,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'[ how far, + about how far  ] do you go walking? /'",A,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'B',B,"b""<Breathing> {D Well, } I'm trying to get my tolerance now  /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I just had surgery, {F um, } less then two months ago,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C and } right now I'm just a little over about a mile and a half, /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Okay. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C but } I'm trying to workup to three miles. /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{D Well, } that's good.  /""",A,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,b'{D Well } they say that walking is just as good if not better then jogging. /',A,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,"b'Yeah, /'",B,,b,b,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'It, -/'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b""[ it takes, + it's just that it takes  ] longer to get to the same effect. /""",B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Sure. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C but. } -/',B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } if you keep up with a consistent pace just to, {F uh, } keep the heart rating going, {F uh, } -/'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,"b'My walkman broke, /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C so } I'm upset <laughter>, /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'<Laughter>.',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C and } I just have to turn to stereo up real loud <laughter>. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'<Laughter>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C But } it's a lot less stressful on the joints then jogging is. /""",A,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,b'it is  /',B,,sd,sd,sd,aa,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""{C and } this doesn't, {D you know,  } - /""",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'my treadmill has an incline  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C and, } {D you know, } you can get a really good workout on it. /'",B,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b'{F Um, } do you go to an aerobics class  /'",A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C or } do you watch,'",A,,qrr,qrr,qrr,qrr,qy,qrr,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b'No,  /'",B,,nn,nn,nn,nn,nn,nn,AllMatch,NotConMatch,NotMatch
b'B',B,"b'[ I, +'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Okay. /',A,,b,b,bk,bk,bk,bk,AllNotMatch,ConMatch,NotMatch
b'B',B,b'I have a cassette. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Which, {F uh, } shows do you watch on T V? /'",A,,qw,qy,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""{F Um, } [ it's a, + it's a  ] tap-, - /""",B,,%,%,sd,%,%,%,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,b'I use tapes. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } okay,  /'",A,,bk,bk,b,bk,b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'A',A,"b'okay,  /'",A,,b,b,bk,b,bk,bk,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'A',A,"b'like a Cathy Smith workout, /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'[ Or, + or  ] Richard Simmons, /'",B,,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,b'or Jane Fonda. /',A,,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,b'<Laughter>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,b'Okay <laughter>. /',A,,bk,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Sweating to the oldies <laughter>. /',B,,sv,sd,bf,bf,bf,bf,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Right.  /',A,,b,b,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b""[ I, + [ ev-, + every  ] now and then I'll  ] watch E S P N,  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'I get cable on T V, /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and } they have, {F uh, } a couple of shows called basic training,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and, } {F uh, } what is the other one called. /'",A,,qw,qw,sd,t1,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'B',B,"b'There was one guy I use to watch on E S P N,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""I don't know if he's still on any more or not,  /""",B,,sd,sd,sd,qy^d,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b""[ I don-, + I don't ] know if I get E S P N or not <laughter>. /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C But, } {F uh, } one, {D you know, } - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I use to [ watch one, + watch one ] on the air,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C but } that was back, -/'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""BODIES IN MOTION [ that's, + that's ] the name of the one I was thinking of.""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""That's was, - /""",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'((   )) .',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'I watched that cause he was cute <laughter>. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""<laughter> [ [ he-, + he-,  ] + he's  ] not bad  /""",A,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,"b""his assistants usually aren't either. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'<Laughter>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,b'<Laughter>.',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C But, } {F uh, } -/'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b""They're always [ in, + in  ] Hawaii some place.""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C But } then that was back when, {F uh, } {D you know, } the high impact and, -/'",B,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D well, } [ they, + they ] do low I pact stuff now,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Do they. /',B,,bh,qy,qy,bh,bh,bh,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,"b'Are the-, - /'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'yeah  /',B,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'B',B,"b""[ [ they're still, + they're still, ] + he's still ] doing it then, {F uh. } /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'every morning. /',A,,sd,sd,sd,sd,aa,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b""I'll have to tune in. /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""It's on E S P N, {F uh, }  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'at what time,  /'",A,,qw,qw,qw,sd,%,qw,AllNotMatch,NotConMatch,ConfMatchFirst123
b'A',A,"b""I can't remember what time.  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""It's, {F uh, } {D you know, } - /""",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I can't remember offhand what time. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""I'll have to [ check it, + [ [ check, +""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'((   )) .',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,"b'[ {C and, } + {C but } ] the thing is everybody always looks so good on that show, at least on (( )) <laughter>. -/'",B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'every now and then. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Not everybody has a picture perfect body. /',B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'Uh-huh,  /'",A,,b,b,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'{D well, } I found that [ they, + they ] have just a much better program than the other shows that are on T V. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""I haven't watch any other ones on T V. <typo watch=watched +>""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""They're on weekdays at eleven o'clock every day.""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Okay,  /'",B,,bk,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'B',B,b'<laughter> thanks. /',B,,fc,ba,ba,ft,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'{C but, }'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{D Now, } that's a thought. /""",B,,sv,ba,sv,ba,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'<Laughter>.',B,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C So } I'm kind of bad about that myself. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{D Well, } that's thought,  /""",B,,sv,ba,ba,ba,sv,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b""I haven't thought about that,  /""",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{D well } they're going to beep us pretty soon. /""",B,,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'A',A,"b'<Laughter> Okay,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D well, } I sure enjoyed,'",A,,sd,sd,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Nice talking to you too. /',B,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Okay,  /'",B,,bk,b,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'B',B,b'thanks. /',B,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D So, } all right. /'",A,,b,b,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Talk to you later. /',B,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'A',A,b'Good night. /',A,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'B',B,b'Bye. /',B,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
